 
,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1152,Lorenzo Insigne\Lorenzo-Insigne,it ITA,FW,Napoli,it Serie A,29-328,1991,26.8,2,1,0,8,34,10,56,34,11,0,0,0,179,4,3,57.1,Matches
1153,Roberto Insigne\Roberto-Insigne,it ITA,MFFW,Benevento,it Serie A,26-352,1994,15.7,2,0,0,10,14,3,24,7,6,0,0,0,98,7,21,25.0,Matches
1154,Pablo Insua\Pablo-Insua,es ESP,DF,Huesca,es La Liga,27-231,1993,17.6,9,0,0,27,5,1,2,15,18,0,0,0,129,47,32,59.5,Matches
1155,Takashi Inui\Takashi-Inui,jp JPN,MFFW,Eibar,es La Liga,32-330,1988,19.1,0,0,0,24,16,8,68,12,10,1,0,0,106,11,35,23.9,Matches
1156,Artur Ioniță\Artur-Ionita,md MDA,MF,Benevento,it Serie A,30-254,1990,28.9,5,0,0,54,24,1,17,27,33,2,0,0,225,65,85,43.3,Matches
1157,Alexander Isak\Alexander-Isak,se SWE,FW,Real Sociedad,es La Liga,21-219,1999,22.2,4,0,0,20,28,20,20,4,10,2,0,0,65,32,54,37.2,Matches
1158,Isco\Isco,es ESP,MFFW,Real Madrid,es La Liga,29-007,1992,9.2,1,0,0,17,14,0,17,5,8,0,0,0,46,5,13,27.8,Matches
1159,Ardian Ismajli\Ardian-Ismajli,al ALB,DF,Spezia,it Serie A,24-210,1996,11.4,3,1,1,14,10,0,1,17,11,0,0,0,105,40,26,60.6,Matches
1160,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,eng Premier League,37-065,1984,8.5,2,0,0,11,4,1,0,3,5,0,0,0,84,19,13,59.4,Matches
1161,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,eng Premier League,24-360,1996,15.7,0,0,0,12,12,0,48,17,21,0,0,0,106,4,7,36.4,Matches
1162,Jairo Izquierdo\Jairo-Izquierdo,es ESP,MFDF,Cádiz,es La Liga,27-188,1993,12.9,4,0,0,11,13,3,23,15,5,0,0,0,114,8,13,38.1,Matches
1163,José Izquierdo\Jose-Izquierdo,co COL,DFMF,Brighton,eng Premier League,28-295,1992,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches
1164,Armando Izzo\Armando-Izzo,it ITA,DF,Torino,it Serie A,29-057,1992,18.9,3,0,0,34,34,1,10,47,21,0,1,0,175,57,33,63.3,Matches
1165,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,eng Premier League,38-254,1982,5.8,1,1,0,8,1,0,1,12,4,0,0,1,45,15,9,62.5,Matches
1166,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWDF,Brighton,eng Premier League,27-260,1993,3.3,2,0,0,4,2,0,15,2,2,0,0,0,24,2,12,14.3,Matches
1167,Mato Jajalo\Mato-Jajalo,ba BIH,MF,Udinese,it Serie A,32-338,1988,0.4,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,,Matches
1168,Ismail Jakobs\Ismail-Jakobs,de GER,DFMF,Köln,de Bundesliga,21-254,1999,17.7,5,0,0,21,12,3,56,18,11,0,0,0,133,19,15,55.9,Matches
1169,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,eng Premier League,23-169,1997,9.1,3,0,0,14,12,3,17,10,9,0,0,0,54,5,12,29.4,Matches
1170,Reece James\Reece-James,eng ENG,DF,Chelsea,eng Premier League,21-141,1999,21.4,3,0,0,26,15,1,89,37,28,0,1,0,169,31,23,57.4,Matches
1171,Alexandre Jankewitz\Alexandre-Jankewitz,ch SUI,MF,Southampton,eng Premier League,19-124,2001,0.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,,Matches
1172,Saidy Janko\Saidy-Janko,ch SUI,DF,Valladolid,es La Liga,25-188,1995,9.5,3,0,0,11,2,2,21,18,10,0,0,0,64,22,11,66.7,Matches
1173,Jakub Jankto\Jakub-Jankto,cz CZE,MF,Sampdoria,it Serie A,25-099,1996,23.0,6,0,0,10,25,7,51,16,9,0,1,0,164,6,20,23.1,Matches
1174,Tony Jantschke\Tony-Jantschke,de GER,DF,M'Gladbach,de Bundesliga,31-021,1990,2.9,1,0,0,3,2,0,0,4,7,0,0,0,35,4,1,80.0,Matches
1175,Adnan Januzaj\Adnan-Januzaj,be BEL,FWMF,Real Sociedad,es La Liga,26-082,1995,8.9,1,0,0,6,29,2,31,4,4,1,0,0,57,9,7,56.3,Matches
1176,Rune Jarstein\Rune-Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,36-211,1984,8.0,0,0,0,1,1,0,0,0,0,0,1,0,39,0,0,,Matches
1177,Jason\Jason,es ESP,MFDF,Valencia,es La Liga,26-296,1994,4.8,4,1,1,6,14,0,12,8,6,0,0,0,34,4,10,28.6,Matches
1178,Luis Javier Suárez\Luis-Javier-Suarez,co COL,FWMF,Granada,es La Liga,23-147,1997,14.0,5,0,0,17,23,4,15,8,13,1,0,0,66,19,54,26.0,Matches
1179,Corentin Jean\Corentin-Jean,fr FRA,FW,Lens,fr Ligue 1,25-287,1995,5.8,3,0,0,14,14,2,7,2,7,2,0,0,27,5,16,23.8,Matches
1180,Tin Jedvaj\Tin-Jedvaj,hr CRO,DF,Leverkusen,de Bundesliga,25-151,1995,1.7,0,0,0,4,0,0,2,4,0,0,0,0,8,3,2,60.0,Matches
1181,Fredrik Jensen\Fredrik-Jensen,fi FIN,FWMF,Augsburg,de Bundesliga,23-231,1997,3.7,0,0,0,6,1,1,4,4,1,0,0,0,27,4,16,20.0,Matches
1182,Jesé\Jese,es ESP,FW,Paris S-G,fr Ligue 1,28-061,1993,0.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches
1183,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,eng Premier League,24-025,1997,19.0,1,0,0,22,38,15,9,17,10,0,1,0,84,13,52,20.0,Matches
1184,Juan Jesus\Juan-Jesus,br BRA,DF,Roma,it Serie A,29-322,1991,1.2,0,0,0,3,0,0,0,0,1,0,0,0,11,3,2,60.0,Matches
1185,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,eng Premier League,29-358,1991,9.1,0,0,0,9,17,4,3,6,4,0,0,1,45,17,19,47.2,Matches
1186,Joaquín\Joaquin,es ESP,FWMF,Betis,es La Liga,39-281,1981,12.7,1,0,0,5,10,1,31,12,4,0,0,0,72,12,18,40.0,Matches
1187,John Joe\John-Joe,ie IRL,MFDF,Getafe,es La Liga,17-216,2003,0.7,0,0,0,2,0,0,0,1,1,0,0,0,7,1,3,25.0,Matches
1188,Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,eng Premier League,24-257,1996,20.3,3,0,0,22,32,5,14,18,24,0,0,0,127,95,111,46.1,Matches
1189,Marco John\Marco-John,de GER,DF,Hoffenheim,de Bundesliga,19-026,2002,10.5,1,0,0,4,14,1,26,13,10,0,1,0,93,12,21,36.4,Matches
1190,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,eng Premier League,21-094,2000,5.8,1,0,0,6,3,0,14,11,3,0,0,0,44,5,6,45.5,Matches
1191,Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,eng Premier League,28-034,1993,32.0,0,0,0,0,4,0,0,0,0,0,0,0,174,0,0,,Matches
1192,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,eng Premier League,20-088,2001,12.3,2,0,0,17,12,0,7,16,15,0,0,0,109,12,20,37.5,Matches
1193,Frenkie de Jong\Frenkie-de-Jong,nl NED,MFDF,Barcelona,es La Liga,23-351,1997,30.2,4,0,0,21,38,5,14,29,24,0,1,0,274,43,24,64.2,Matches
1194,Luuk de Jong\Luuk-de-Jong,nl NED,FW,Sevilla,es La Liga,30-244,1990,13.0,3,0,0,20,31,8,1,1,5,0,0,0,54,64,64,50.0,Matches
1195,Jony\Jony,es ESP,MFFW,Osasuna,es La Liga,29-293,1991,8.4,0,0,0,10,7,1,49,9,5,0,0,0,62,7,6,53.8,Matches
1196,Joan Jordán\Joan-Jordan,es ESP,MF,Sevilla,es La Liga,26-296,1994,23.9,8,1,1,49,38,0,28,16,25,0,0,0,228,17,19,47.2,Matches
1197,Jorginho\Jorginho,it ITA,MF,Chelsea,eng Premier League,29-129,1991,19.4,1,0,0,27,26,0,0,47,33,0,0,0,193,12,13,48.0,Matches
1198,Josan\Josan,es ESP,MFDF,Elche,es La Liga,31-146,1989,18.3,2,0,0,20,23,1,57,17,23,0,0,0,123,12,7,63.2,Matches
1199,Willian José\Willian-Jose,br BRA,FW,Wolves,eng Premier League,29-156,1991,10.8,0,0,0,8,10,2,3,3,1,1,0,0,49,20,29,40.8,Matches
1200,Willian José\Willian-Jose,br BRA,FW,Real Sociedad,es La Liga,29-156,1991,7.7,0,0,0,3,10,3,3,1,4,0,0,0,27,12,18,40.0,Matches
1201,Joselu\Joselu,es ESP,FW,Alavés,es La Liga,31-032,1990,29.5,1,0,0,38,67,13,20,15,21,1,0,0,134,234,121,65.9,Matches
1202,Josema\Josema,es ESP,DF,Elche,es La Liga,24-326,1996,20.1,3,0,0,19,16,1,16,32,25,0,0,0,138,37,28,56.9,Matches
1203,Jota\Jota,pt POR,FW,Valladolid,es La Liga,22-029,1999,5.5,1,0,0,5,6,1,12,5,3,,,0,,,,,Matches
1204,Jota\Jota,es ESP,MF,Alavés,es La Liga,29-316,1991,14.0,5,1,1,17,4,2,20,15,14,0,0,0,103,9,17,34.6,Matches
1205,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,eng Premier League,24-145,1996,10.7,2,0,0,23,17,1,13,7,7,0,0,0,71,12,33,26.7,Matches
1206,Stevan Jovetić\Stevan-Jovetic,me MNE,FWMF,Monaco,fr Ligue 1,31-177,1989,8.9,1,0,0,16,14,4,15,7,9,1,0,0,71,13,20,39.4,Matches
1207,Luka Jović\Luka-Jovic,rs SRB,FWMF,Real Madrid,es La Liga,23-126,1997,1.7,0,0,0,2,1,2,1,0,0,0,0,0,7,3,4,42.9,Matches
1208,Luka Jović\Luka-Jovic,rs SRB,FWMF,Eint Frankfurt,de Bundesliga,23-126,1997,8.7,2,0,0,11,7,3,5,1,4,0,0,0,29,27,46,37.0,Matches
1209,Juanmi\Juanmi,es ESP,FWMF,Betis,es La Liga,27-343,1993,6.7,1,0,0,13,3,7,0,3,8,0,0,0,29,11,16,40.7,Matches
1210,Hamed Junior Traorè\Hamed-Junior-Traore,ci CIV,FWMF,Sassuolo,it Serie A,21-071,2000,17.0,6,0,0,21,16,4,22,15,20,0,0,0,103,11,21,34.4,Matches
1211,Vinicius Júnior\Vinicius-Junior,br BRA,FW,Real Madrid,es La Liga,20-290,2000,18.4,3,0,0,26,45,7,41,5,23,1,1,0,98,6,13,31.6,Matches
1212,James Justin\James-Justin,eng ENG,DF,Leicester City,eng Premier League,23-064,1998,23.0,4,0,0,16,39,3,48,25,28,2,0,0,201,28,44,38.9,Matches
1213,Musa Juwara\Musa-Juwara,gm GAM,DF,Bologna,it Serie A,19-123,2001,0.4,1,0,0,1,1,0,2,0,0,0,0,0,4,0,0,,Matches
1214,Jens Jønsson\Jens-Jonsson,dk DEN,MF,Cádiz,es La Liga,28-108,1993,24.8,5,0,0,32,20,0,3,40,37,0,1,0,228,44,31,58.7,Matches
1215,Ozan Kabak\Ozan-Kabak,tr TUR,DF,Liverpool,eng Premier League,21-034,2000,8.9,3,0,0,12,3,0,0,11,10,0,0,0,84,28,22,56.0,Matches
1216,Ozan Kabak\Ozan-Kabak,tr TUR,DF,Schalke 04,de Bundesliga,21-034,2000,13.8,6,1,1,21,7,1,0,16,11,0,3,0,131,60,19,75.9,Matches
1217,Abdoul Kader Bamba\Abdoul-Kader-Bamba,fr FRA,FWMF,Nantes,fr Ligue 1,27-003,1994,10.2,2,0,0,8,41,0,20,7,13,0,0,0,89,8,11,42.1,Matches
1218,Pavel Kadeřábek\Pavel-Kaderabek,cz CZE,DF,Hoffenheim,de Bundesliga,29-003,1992,14.6,3,0,0,18,13,4,46,17,12,0,0,0,82,36,43,45.6,Matches
1219,Tino Kadewere\Tino-Kadewere,zw ZIM,FW,Lyon,fr Ligue 1,25-113,1996,21.3,3,0,0,31,24,10,33,24,25,1,0,0,120,30,38,44.1,Matches
1220,Damian Kądzior\Damian-Kadzior,pl POL,FWMF,Eibar,es La Liga,28-316,1992,2.2,0,0,0,4,4,2,13,0,1,0,0,0,16,0,3,0.0,Matches
1221,Florian Kainz\Florian-Kainz,at AUT,FWMF,Köln,de Bundesliga,28-186,1992,3.0,0,0,0,5,8,0,12,2,2,0,0,0,21,1,5,16.7,Matches
1222,Gaël Kakuta\Gael-Kakuta,cd COD,MFFW,Lens,fr Ligue 1,29-311,1991,24.6,2,0,0,27,37,2,46,21,26,0,1,0,179,20,51,28.2,Matches
1223,Sasa Kalajdzic\Sasa-Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,23-295,1997,20.8,1,0,0,25,35,3,5,5,6,1,0,0,77,97,76,56.1,Matches
1224,Arnaud Kalimuendo\Arnaud-Kalimuendo,fr FRA,FW,Paris S-G,fr Ligue 1,19-097,2002,0.8,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,,Matches
1225,Arnaud Kalimuendo\Arnaud-Kalimuendo,fr FRA,FWMF,Lens,fr Ligue 1,19-097,2002,12.0,0,0,0,12,22,0,13,1,5,2,0,0,50,4,21,16.0,Matches
1226,Nikola Kalinić\Nikola-Kalinic,hr CRO,FW,Hellas Verona,it Serie A,33-113,1988,8.0,0,0,0,17,19,8,2,0,1,0,0,0,22,13,41,24.1,Matches
1227,Samuel Kalu\Samuel-Kalu,ng NGA,FW,Bordeaux,fr Ligue 1,23-245,1997,10.1,3,0,0,16,36,5,16,9,18,0,0,0,59,12,16,42.9,Matches
1228,Pierre Kalulu\Pierre-Kalulu,fr FRA,DF,Milan,it Serie A,20-327,2000,8.1,1,0,0,9,2,0,12,15,13,0,1,0,79,10,18,35.7,Matches
1229,Daichi Kamada\Daichi-Kamada,jp JPN,MFFW,Eint Frankfurt,de Bundesliga,24-266,1996,23.8,3,0,0,38,28,5,37,26,24,1,0,0,175,24,33,42.1,Matches
1230,Aboubakar Kamara\Aboubakar-Kamara,mr MTN,FWMF,Dijon,fr Ligue 1,26-052,1995,4.7,1,1,0,9,14,1,9,1,3,0,0,0,25,11,21,34.4,Matches
1231,Aboubakar Kamara\Aboubakar-Kamara,mr MTN,FWDF,Fulham,eng Premier League,26-052,1995,3.5,1,1,0,9,3,0,12,2,2,0,1,0,25,8,7,53.3,Matches
1232,Bingourou Kamara\Bingourou-Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,24-189,1996,8.0,0,0,0,1,1,1,0,0,0,0,0,1,44,0,0,,Matches
1233,Boubacar Kamara\Boubacar-Kamara,fr FRA,MF,Marseille,fr Ligue 1,21-156,1999,28.6,6,0,0,42,48,0,6,32,61,0,0,0,314,60,33,64.5,Matches
1234,Hassane Kamara\Hassane-Kamara,fr FRA,DF,Nice,fr Ligue 1,26-221,1994,29.1,3,0,0,21,30,1,79,35,22,0,0,0,229,40,28,58.8,Matches
1235,Marcin Kamiński\Marcin-Kaminski,pl POL,DF,Stuttgart,de Bundesliga,29-103,1992,2.3,0,0,0,2,0,0,1,1,1,0,0,0,31,10,6,62.5,Matches
1236,Kevin Kampl\Kevin-Kampl,si SVN,MF,RB Leipzig,de Bundesliga,30-201,1990,19.7,6,0,0,43,21,1,2,26,37,0,1,0,235,18,21,46.2,Matches
1237,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,eng Premier League,27-274,1993,29.2,1,0,0,26,54,8,29,13,10,2,0,0,142,81,111,42.2,Matches
1238,Wilfried Kanga\Wilfried-Kanga,fr FRA,FW,Angers,fr Ligue 1,23-066,1998,1.5,0,0,0,2,1,1,1,0,0,0,0,0,2,1,5,16.7,Matches
1239,Lee Kangin\Lee-Kangin,kr KOR,FWMF,Valencia,es La Liga,20-068,2001,11.5,1,0,0,12,37,1,14,2,11,0,0,0,60,8,23,25.8,Matches
1240,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,eng Premier League,30-030,1991,22.5,7,0,0,34,7,0,7,59,54,0,0,0,277,19,30,38.8,Matches
1241,Yann Karamoh\Yann-Karamoh,fr FRA,FWMF,Parma,it Serie A,22-294,1998,14.4,3,0,0,14,13,8,20,7,20,1,0,0,79,6,20,23.1,Matches
1242,Isaac Karamoko\Isaac-Karamoko,fr FRA,DF,Sassuolo,it Serie A,18-337,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1243,Atakan Karazor\Atakan-Karazor,de GER,DFMF,Stuttgart,de Bundesliga,24-197,1996,9.0,3,0,0,14,10,0,0,13,11,0,1,0,118,21,21,50.0,Matches
1244,Augustus Kargbo\Augustus-Kargbo,sl SLE,FW,Crotone,it Serie A,21-247,1999,0.4,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,,Matches
1245,Loris Karius\Loris-Karius,de GER,GK,Union Berlin,de Bundesliga,27-310,1993,3.2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,,Matches
1246,Rick Karsdorp\Rick-Karsdorp,nl NED,DF,Roma,it Serie A,26-076,1995,24.1,1,0,0,30,11,3,40,30,26,0,0,0,162,11,17,39.3,Matches
1247,Noah Katterbach\Noah-Katterbach,de GER,DF,Köln,de Bundesliga,20-015,2001,11.3,1,0,0,9,17,1,23,10,12,0,0,0,111,19,28,40.4,Matches
1248,Eiji Kawashima\Eiji-Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,38-039,1983,22.0,1,0,0,1,1,0,0,0,0,0,1,0,95,0,0,,Matches
1249,Moise Kean\Moise-Kean,it ITA,FW,Everton,eng Premier League,21-059,2000,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
1250,Moise Kean\Moise-Kean,it ITA,FW,Paris S-G,fr Ligue 1,21-059,2000,17.7,4,0,0,29,6,5,10,7,9,0,0,0,59,14,20,41.2,Matches
1251,Michael Keane\Michael-Keane,eng ENG,DF,Everton,eng Premier League,28-107,1993,28.2,4,0,0,12,7,0,0,35,13,0,0,0,237,100,37,73.0,Matches
1252,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,eng Premier League,29-049,1992,1.3,0,0,0,3,1,1,4,0,1,0,0,0,7,0,1,0.0,Matches
1253,Thilo Kehrer\Thilo-Kehrer,de GER,DF,Paris S-G,fr Ligue 1,24-219,1996,16.2,2,0,0,24,8,1,9,14,15,0,0,0,167,28,23,54.9,Matches
1254,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,eng Premier League,26-077,1995,5.8,1,0,0,13,2,0,4,12,5,0,0,0,56,5,8,38.5,Matches
1255,Yannik Keitel\Yannik-Keitel,de GER,MF,Freiburg,de Bundesliga,21-072,2000,3.9,1,0,0,8,4,0,0,7,5,0,0,0,51,17,5,77.3,Matches
1256,Caoimhín Kelleher\Caoimhin-Kelleher,ie IRL,GK,Liverpool,eng Premier League,22-156,1998,2.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
1257,Stephane Keller\Stephane-Keller,cm CMR,DF,Alavés,es La Liga,19-251,2001,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0.0,Matches
1258,Marc-Oliver Kempf\Marc-Oliver-Kempf,de GER,DF,Stuttgart,de Bundesliga,26-090,1995,27.4,5,0,0,30,35,0,10,45,38,0,1,1,300,82,41,66.7,Matches
1259,Kenedy\Kenedy,br BRA,FWMF,Granada,es La Liga,25-079,1996,16.0,3,0,0,32,21,1,32,21,18,0,1,0,108,12,24,33.3,Matches
1260,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,eng Premier League,24-044,1997,0.9,0,0,0,0,0,1,3,1,0,0,0,0,8,0,0,,Matches
1261,Franck Kessié\Franck-Kessie,ci CIV,MF,Milan,it Serie A,24-130,1996,30.8,8,0,0,59,31,1,13,31,36,1,1,0,311,46,42,52.3,Matches
1262,Reda Khadra\Reda-Khadra,de GER,FW,Brighton,eng Premier League,19-298,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
1263,Omar Khailoti\Omar-Khailoti,it ITA,DF,Bologna,it Serie A,19-235,2001,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
1264,Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,FWMF,Marseille,fr Ligue 1,26-001,1995,6.7,4,0,0,16,9,1,10,18,10,0,0,0,66,3,12,20.0,Matches
1265,Wahbi Khazri\Wahbi-Khazri,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,30-079,1991,9.7,4,1,0,21,25,7,16,3,8,2,0,0,56,2,27,6.9,Matches
1266,Rani Khedira\Rani-Khedira,de GER,MF,Augsburg,de Bundesliga,27-091,1994,18.2,5,0,0,23,16,0,7,19,18,0,1,0,171,30,31,49.2,Matches
1267,Sami Khedira\Sami-Khedira,de GER,MF,Hertha BSC,de Bundesliga,34-024,1987,2.3,1,0,0,5,4,0,2,5,7,0,0,0,25,4,4,50.0,Matches
1268,Kike\Kike,es ESP,FW,Eibar,es La Liga,31-154,1989,29.4,3,1,1,59,80,12,25,7,21,1,0,0,123,145,204,41.5,Matches
1269,Luca Kilian\Luca-Kilian,de GER,DF,Mainz 05,de Bundesliga,21-239,1999,4.2,1,0,0,5,3,0,0,1,4,0,0,0,47,13,5,72.2,Matches
1270,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,eng Premier League,23-340,1997,12.5,3,0,0,17,4,1,0,13,18,0,1,0,87,20,12,62.5,Matches
1271,Joshua Kimmich\Joshua-Kimmich,de GER,MF,Bayern Munich,de Bundesliga,26-079,1995,21.4,4,0,0,16,40,0,39,36,29,0,0,0,264,14,16,46.7,Matches
1272,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,25-258,1995,22.6,6,0,0,26,23,0,2,26,32,0,0,0,203,35,18,66.0,Matches
1273,Joshua King\Joshua-King,no NOR,MFFW,Everton,eng Premier League,29-103,1992,1.5,0,0,0,3,1,3,1,1,1,0,0,0,9,2,4,33.3,Matches
1274,Giorgos Kiriakopoulos\Giorgos-Kiriakopoulos,gr GRE,DF,Sassuolo,it Serie A,25-082,1996,13.7,1,0,0,12,5,2,41,11,23,0,0,0,104,16,21,43.2,Matches
1275,Simon Kjær\Simon-Kjaer,dk DEN,DF,Milan,it Serie A,32-033,1989,22.6,2,0,0,23,9,1,1,31,18,0,0,0,188,57,32,64.0,Matches
1276,Davy Klaassen\Davy-Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,28-066,1993,2.5,1,0,0,6,4,0,1,2,2,0,0,0,30,2,4,33.3,Matches
1277,Felix Klaus\Felix-Klaus,de GER,DFMF,Wolfsburg,de Bundesliga,28-227,1992,1.5,0,0,0,2,0,0,1,0,8,0,0,0,11,5,5,50.0,Matches
1278,Klauss\Klauss,br BRA,FW,Hoffenheim,de Bundesliga,24-058,1997,0.6,0,0,0,3,1,0,0,0,0,0,0,0,4,2,4,33.3,Matches
1279,Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Cagliari,it Serie A,35-180,1985,7.5,1,0,0,8,1,0,0,6,5,0,1,0,67,6,13,31.6,Matches
1280,Philipp Klement\Philipp-Klement,de GER,MFFW,Stuttgart,de Bundesliga,28-231,1992,3.1,0,0,0,5,1,0,7,3,4,0,0,0,31,2,4,33.3,Matches
1281,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,eng Premier League,30-319,1990,23.8,6,0,0,45,18,4,32,13,37,0,1,0,242,17,18,48.6,Matches
1282,Mateo Klimowicz\Mateo-Klimowicz,de GER,FWMF,Stuttgart,de Bundesliga,20-296,2000,13.3,1,0,0,13,17,0,6,3,14,2,0,0,75,7,8,46.7,Matches
1283,Fabian Klos\Fabian-Klos,de GER,FW,Arminia,de Bundesliga,33-147,1987,27.2,4,0,0,46,51,14,23,10,12,0,0,0,119,186,181,50.7,Matches
1284,Lukas Klostermann\Lukas-Klostermann,de GER,DF,RB Leipzig,de Bundesliga,24-330,1996,13.2,2,0,0,5,7,0,6,17,10,0,0,0,139,19,18,51.4,Matches
1285,Justin Kluivert\Justin-Kluivert,nl NED,FWMF,RB Leipzig,de Bundesliga,21-358,1999,7.2,2,0,0,12,12,5,23,3,3,0,0,0,46,7,10,41.2,Matches
1286,Justin Kluivert\Justin-Kluivert,nl NED,FWMF,Roma,it Serie A,21-358,1999,0.2,0,0,0,1,0,0,2,0,0,0,0,0,5,0,1,0.0,Matches
1287,Lukas Klünter\Lukas-Klunter,de GER,DF,Hertha BSC,de Bundesliga,24-337,1996,8.0,0,0,0,3,5,0,7,11,5,0,0,1,75,6,7,46.2,Matches
1288,Ansgar Knauff\Ansgar-Knauff,de GER,MFFW,Dortmund,de Bundesliga,19-108,2002,0.7,0,0,0,3,1,0,6,1,0,0,0,0,4,1,1,50.0,Matches
1289,Robin Knoche\Robin-Knoche,de GER,DF,Union Berlin,de Bundesliga,28-341,1992,30.8,4,0,0,35,12,4,0,38,32,0,1,0,405,85,76,52.8,Matches
1290,Gregor Kobel\Gregor-Kobel,ch SUI,GK,Stuttgart,de Bundesliga,23-143,1997,31.0,0,0,0,0,5,0,0,0,0,0,0,0,186,0,0,,Matches
1291,Robin Koch\Robin-Koch,de GER,DF,Leeds United,eng Premier League,24-285,1996,10.6,0,0,0,15,5,0,1,8,14,0,2,0,144,34,21,61.8,Matches
1292,Giorgi Kochorashvili\Giorgi-Kochorashvili,ge GEO,MF,Levante,es La Liga,21-303,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
1293,Kenan Kodro\Kenan-Kodro,ba BIH,FWMF,Valladolid,es La Liga,27-252,1993,4.3,1,0,0,7,5,1,0,2,0,1,0,0,15,22,24,47.8,Matches
1294,Kenan Kodro\Kenan-Kodro,ba BIH,FWMF,Athletic Club,es La Liga,27-252,1993,0.5,1,0,0,1,1,2,0,0,0,1,0,0,0,0,2,0.0,Matches
1295,Dominik Kohr\Dominik-Kohr,de GER,MF,Mainz 05,de Bundesliga,27-087,1994,11.0,3,0,0,22,16,0,2,23,21,0,0,0,133,24,16,60.0,Matches
1296,Dominik Kohr\Dominik-Kohr,de GER,MFFW,Eint Frankfurt,de Bundesliga,27-087,1994,2.9,1,0,0,9,5,0,4,5,11,0,0,0,39,6,7,46.2,Matches
1297,Koba Koindredi\Koba-Koindredi,fr FRA,MF,Valencia,es La Liga,19-183,2001,0.2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,50.0,Matches
1298,Koke\Koke,es ESP,MF,Atlético Madrid,es La Liga,29-110,1992,29.3,8,0,0,38,40,0,17,32,46,0,0,0,298,19,23,45.2,Matches
1299,Aleksandr Kokorin\Aleksandr-Kokorin,ru RUS,FWMF,Fiorentina,it Serie A,30-040,1991,0.9,1,0,0,1,0,0,0,1,0,0,0,0,5,0,1,0.0,Matches
1300,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Inter,it Serie A,35-169,1985,4.3,0,0,0,3,4,0,8,2,5,0,1,0,63,13,5,72.2,Matches
1301,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,eng Premier League,27-312,1993,1.0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,1,50.0,Matches
