 
,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2247,Oihan Sancet\Oihan-Sancet,es ESP,FWMF,Athletic Club,es La Liga,21-003,2000,6.7,1,0,0,13,9,2,3,2,7,0,0,0,40,13,18,41.9,Matches
2248,Renato Sanches\Renato-Sanches,pt POR,MF,Lille,fr Ligue 1,23-253,1997,12.9,3,0,0,25,27,1,16,13,11,0,0,0,119,7,21,25.0,Matches
2249,Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Elche,es La Liga,31-117,1990,5.5,2,0,0,11,6,0,8,4,5,0,0,0,40,4,5,44.4,Matches
2250,Alexis Sánchez\Alexis-Sanchez,cl CHI,FW,Inter,it Serie A,32-130,1988,11.2,0,0,0,17,29,8,16,10,8,0,0,0,64,13,9,59.1,Matches
2251,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,24-320,1996,15.5,1,0,0,21,9,0,0,12,24,0,2,1,147,48,30,61.5,Matches
2252,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,es La Liga,34-179,1986,23.9,9,1,0,27,26,3,0,19,8,0,0,0,188,69,68,50.4,Matches
2253,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,es La Liga,24-045,1997,7.9,2,0,0,6,1,0,0,11,10,0,0,0,49,14,17,45.2,Matches
2254,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Osasuna,es La Liga,20-247,2000,7.9,4,0,0,13,6,0,21,6,7,0,0,0,58,7,12,36.8,Matches
2255,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,es La Liga,20-247,2000,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches
2256,Robert Sánchez\Robert-Sanchez,es ESP,GK,Brighton,eng Premier League,23-161,1997,22.0,0,0,0,2,2,0,0,0,0,0,1,0,105,1,1,50.0,Matches
2257,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,21-034,2000,20.7,0,0,0,0,19,8,46,11,10,0,0,0,142,5,20,20.0,Matches
2258,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,30-092,1991,15.6,2,0,0,20,25,0,37,14,19,0,0,1,129,32,23,58.2,Matches
2259,Leroy Sané\Leroy-Sane,de GER,FWMF,Bayern Munich,de Bundesliga,25-107,1996,18.6,2,0,0,13,21,6,49,11,19,1,0,0,146,7,19,26.9,Matches
2260,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,30-246,1990,8.9,5,0,0,12,13,1,3,13,5,0,1,0,136,58,9,86.6,Matches
2261,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,es La Liga,34-338,1986,21.5,9,0,0,55,39,2,5,26,30,0,2,0,292,62,62,50.0,Matches
2262,Mohamed Sankoh\Mohamed-Sankoh,nl NED,FW,Stuttgart,de Bundesliga,17-194,2003,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0,Matches
2263,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,26-253,1994,9.2,2,0,0,18,10,0,13,12,19,0,0,0,57,9,13,40.9,Matches
2264,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Aston Villa,eng Premier League,26-253,1994,3.3,3,0,0,6,7,2,8,7,6,0,0,0,31,5,4,55.6,Matches
2265,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Bologna,it Serie A,29-230,1991,11.4,2,0,0,20,35,3,17,8,12,0,0,0,72,6,23,20.7,Matches
2266,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,26-050,1995,3.0,1,0,0,7,5,1,1,2,6,0,0,0,38,5,3,62.5,Matches
2267,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Freiburg,de Bundesliga,26-050,1995,22.2,5,0,0,31,27,2,22,47,41,0,0,1,261,52,35,59.8,Matches
2268,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,29-328,1991,0.4,0,0,0,2,2,0,1,0,0,0,0,0,5,2,2,50.0,Matches
2269,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,30-116,1991,3.4,1,0,0,6,2,1,10,1,3,0,0,0,17,4,1,80.0,Matches
2270,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,26-144,1994,23.0,6,0,0,37,33,3,16,37,34,0,0,0,168,52,34,60.5,Matches
2271,Riccardo Saponara\Riccardo-Saponara,it ITA,FW,Fiorentina,it Serie A,29-128,1991,0.6,0,0,0,1,1,0,0,0,1,0,0,0,3,1,1,50.0,Matches
2272,Riccardo Saponara\Riccardo-Saponara,it ITA,FW,Spezia,it Serie A,29-128,1991,2.2,2,1,1,2,8,0,4,1,2,0,0,0,14,3,2,60.0,Matches
2273,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FW,Cádiz,es La Liga,23-269,1997,2.0,2,0,0,5,7,2,0,1,0,0,0,0,7,4,10,28.6,Matches
2274,Pablo Sarabia\Pablo-Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,28-352,1992,13.9,2,0,0,7,15,7,35,4,12,0,0,0,65,4,9,30.8,Matches
2275,Josh Sargent\Josh-Sargent,us USA,FWMF,Werder Bremen,de Bundesliga,21-067,2000,25.2,6,0,0,31,40,6,11,19,27,0,0,1,143,60,106,36.1,Matches
2276,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Bayern Munich,de Bundesliga,29-087,1992,4.8,1,0,0,11,6,1,10,4,8,0,0,0,53,8,7,53.3,Matches
2277,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Marseille,fr Ligue 1,29-087,1992,0.8,0,0,0,3,2,0,1,1,1,0,0,0,8,1,3,25.0,Matches
2278,Sidy Sarr\Sidy-Sarr,sn SEN,MF,Nîmes,fr Ligue 1,24-327,1996,4.6,1,0,0,6,5,1,0,4,6,0,0,0,52,23,9,71.9,Matches
2279,Marco Sau\Marco-Sau,it ITA,MFFW,Benevento,it Serie A,33-176,1987,8.7,1,1,0,8,19,1,16,8,3,1,0,0,50,8,18,30.8,Matches
2280,Téji Savanier\Teji-Savanier,fr FRA,MF,Montpellier,fr Ligue 1,29-127,1991,23.2,6,1,0,53,65,1,53,36,52,1,2,0,263,25,20,55.6,Matches
2281,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,30-110,1991,28.8,13,0,0,27,15,2,2,29,25,0,1,0,275,86,39,68.8,Matches
2282,Romaine Sawyers\Romaine-Sawyers,kn SKN,MF,West Brom,eng Premier League,29-177,1991,16.5,2,0,0,18,14,0,5,22,19,0,0,1,176,13,6,68.4,Matches
2283,Gianluca Scamacca\Gianluca-Scamacca,it ITA,FW,Genoa,it Serie A,22-117,1999,13.4,1,0,0,31,16,9,12,6,9,0,0,1,74,42,42,50.0,Matches
2284,Dane Scarlett\Dane-Scarlett,eng ENG,FW,Tottenham,eng Premier League,17-035,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2285,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,eng Premier League,29-129,1991,13.4,4,0,0,21,15,1,3,21,9,0,0,0,117,20,24,45.5,Matches
2286,Aurélien Scheidler\Aurelien-Scheidler,fr FRA,FW,Dijon,fr Ligue 1,22-328,1998,3.8,1,0,0,7,4,6,0,0,1,0,0,0,11,10,23,30.3,Matches
2287,Nicolás Schiappacasse\Nicolas-Schiappacasse,uy URU,MF,Sassuolo,it Serie A,22-106,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
2288,Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,Benevento,it Serie A,33-333,1987,23.2,12,1,0,36,52,1,6,20,33,0,0,0,278,10,8,55.6,Matches
2289,Patrik Schick\Patrik-Schick,cz CZE,FW,Leverkusen,de Bundesliga,25-094,1996,18.5,3,0,0,24,16,6,3,2,8,0,0,0,62,71,69,50.7,Matches
2290,Sven Schipplock\Sven-Schipplock,de GER,FWMF,Arminia,de Bundesliga,32-171,1988,8.0,4,0,0,34,26,3,10,3,7,0,0,0,55,21,31,40.4,Matches
2291,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,de Bundesliga,23-212,1997,26.3,6,0,0,40,29,0,10,38,55,1,0,0,351,45,42,51.7,Matches
2292,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,24-000,1997,17.8,3,0,0,20,28,0,1,28,10,0,0,1,166,55,36,60.4,Matches
2293,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,21-148,1999,11.5,3,1,1,17,23,0,3,23,14,0,1,1,113,36,26,58.1,Matches
2294,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,28-126,1992,12.1,2,0,0,14,14,0,21,12,10,0,0,0,75,28,39,41.8,Matches
2295,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34-174,1986,33.0,0,0,0,0,2,0,0,0,0,0,0,0,142,0,0,,Matches
2296,Jonathan Schmid\Jonathan-Schmid,fr FRA,DFMF,Freiburg,de Bundesliga,30-306,1990,23.9,4,0,0,15,17,0,73,15,25,0,0,0,207,21,23,47.7,Matches
2297,Romano Schmid\Romano-Schmid,at AUT,FWMF,Werder Bremen,de Bundesliga,21-091,2000,12.1,2,0,0,17,19,6,11,15,18,1,0,0,123,7,22,24.1,Matches
2298,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,de Bundesliga,26-162,1994,2.8,0,0,0,6,3,0,3,7,5,0,0,0,22,5,6,45.5,Matches
2299,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,31-171,1989,22.5,9,1,1,42,9,0,7,30,34,0,0,0,218,39,26,60.0,Matches
2300,Alessandro Schöpf\Alessandro-Schopf,at AUT,FWMF,Schalke 04,de Bundesliga,27-080,1994,9.7,0,0,0,12,13,4,6,5,12,0,0,0,75,7,14,33.3,Matches
2301,Jerdy Schouten\Jerdy-Schouten,nl NED,MF,Bologna,it Serie A,24-106,1997,24.4,5,1,0,42,20,1,6,70,36,0,1,0,306,36,30,54.5,Matches
2302,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,de Bundesliga,28-027,1993,5.7,1,0,0,8,4,0,14,12,6,0,0,1,55,6,5,54.5,Matches
2303,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28-330,1992,20.0,0,0,0,0,2,0,0,0,0,0,0,0,87,0,0,,Matches
2304,Christopher Scott\Christopher-Scott,de GER,FWMF,Bayern Munich,de Bundesliga,18-325,2002,0.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,Matches
2305,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,32-327,1988,1.7,1,0,0,3,1,0,4,6,1,0,0,0,8,0,0,,Matches
2306,Jacopo Segre\Jacopo-Segre,it ITA,MF,Torino,it Serie A,24-070,1997,2.1,1,0,0,2,9,1,0,0,5,0,0,0,18,2,3,40.0,Matches
2307,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,de Bundesliga,26-098,1995,6.7,4,0,0,18,21,5,5,2,2,0,0,0,37,56,59,48.7,Matches
2308,Malik Sellouki\Malik-Sellouki,fr FRA,FWMF,Nice,fr Ligue 1,21-038,2000,0.5,1,0,0,1,2,0,3,1,0,0,0,0,1,0,0,,Matches
2309,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,29-061,1992,4.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,,Matches
2310,Nélson Semedo\Nelson-Semedo,pt POR,DF,Wolves,eng Premier League,27-163,1993,29.1,4,0,0,38,30,2,43,39,45,0,1,1,237,38,37,50.7,Matches
2311,Léo Sena\Leo-Sena,br BRA,MF,Spezia,it Serie A,25-118,1995,8.4,0,0,0,7,57,0,6,9,15,0,0,0,85,5,10,33.3,Matches
2312,Stefano Sensi\Stefano-Sensi,it ITA,MF,Inter,it Serie A,25-266,1995,4.8,1,1,0,6,11,0,7,7,10,0,0,0,36,1,2,33.3,Matches
2313,Jaime Seoane\Jaime-Seoane,es ESP,MF,Huesca,es La Liga,24-096,1997,19.0,4,0,0,33,25,1,13,13,33,0,1,0,170,24,20,54.5,Matches
2314,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,29-355,1991,31.0,0,0,0,0,2,0,0,0,0,0,0,0,132,0,0,,Matches
2315,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,24-017,1997,21.0,2,0,0,27,47,1,7,23,34,1,0,1,196,18,23,43.9,Matches
2316,Jean Seri\Jean-Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29-283,1991,7.8,3,0,0,15,12,0,4,8,11,0,0,0,84,9,10,47.4,Matches
2317,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Hoffenheim,de Bundesliga,20-345,2000,15.1,4,0,0,30,5,7,42,19,23,0,0,0,131,11,21,34.4,Matches
2318,Nils Seufert\Nils-Seufert,de GER,MFFW,Arminia,de Bundesliga,24-084,1997,3.8,1,0,0,8,7,0,2,2,8,0,0,0,32,4,3,57.1,Matches
2319,Edgar Sevikyan\Edgar-Sevikyan,ru RUS,MF,Levante,es La Liga,19-263,2001,0.1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,,Matches
2320,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,MFFW,Roma,it Serie A,28-183,1992,4.1,1,0,0,4,5,1,9,2,2,0,0,0,27,1,3,25.0,Matches
2321,Jamie Shackleton\Jamie-Shackleton,eng ENG,MFDF,Leeds United,eng Premier League,21-202,1999,5.1,0,0,0,3,2,1,2,6,5,0,0,0,36,4,6,40.0,Matches
2322,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MFFW,Liverpool,eng Premier League,29-200,1991,5.8,2,0,0,11,6,0,10,4,4,0,0,0,53,3,6,33.3,Matches
2323,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,35-082,1986,8.2,1,0,0,15,14,11,7,3,5,0,0,0,26,13,36,26.5,Matches
2324,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25-290,1995,26.5,7,0,0,39,25,2,86,23,39,0,0,1,236,31,33,48.4,Matches
2325,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,29-060,1992,24.1,6,0,0,25,9,0,32,32,22,0,0,0,209,24,25,49.0,Matches
2326,Eldor Shomurodov\Eldor-Shomurodov,uz UZB,FW,Genoa,it Serie A,25-303,1995,14.7,0,0,0,33,17,10,9,7,14,0,0,0,76,44,93,32.1,Matches
2327,Shola Shoretire\Shola-Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,17-085,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2328,Mahame Siby\Mahame-Siby,fr FRA,MF,Strasbourg,fr Ligue 1,24-295,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
2329,Abdoulaye Sidibé\Abdoulaye-Sidibe,fr FRA,MF,Saint-Étienne,fr Ligue 1,19-078,2002,0.1,1,0,0,1,0,0,0,0,1,0,0,0,2,1,3,25.0,Matches
2330,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Monaco,fr Ligue 1,28-273,1992,18.7,3,0,0,28,17,2,31,38,25,0,1,0,197,22,20,52.4,Matches
2331,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,31-248,1989,7.7,1,0,0,7,8,0,0,10,4,0,0,0,78,19,20,48.7,Matches
2332,Kaj Sierhuis\Kaj-Sierhuis,nl NED,FW,Reims,fr Ligue 1,23-001,1998,6.8,1,0,0,17,5,1,8,2,1,0,0,0,28,13,15,46.4,Matches
2333,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MFFW,Everton,eng Premier League,31-232,1989,20.4,1,0,0,18,13,0,27,27,19,0,0,0,154,8,10,44.4,Matches
2334,Luca Siligardi\Luca-Siligardi,it ITA,MF,Crotone,it Serie A,33-092,1988,0.5,0,0,0,0,1,0,0,0,2,0,0,0,6,0,1,0.0,Matches
2335,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,33-092,1988,0.4,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,,Matches
2336,Adrien Silva\Adrien-Silva,pt POR,MF,Sampdoria,it Serie A,32-044,1989,15.6,7,1,1,30,20,0,9,33,23,0,0,0,169,10,19,34.5,Matches
2337,André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,25-173,1995,27.7,1,0,0,17,33,25,17,4,4,3,0,0,125,75,113,39.9,Matches
2338,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,eng Premier League,26-261,1994,21.1,4,0,0,16,18,3,25,19,20,0,0,0,130,8,27,22.9,Matches
2339,Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,br BRA,DF,Monaco,fr Ligue 1,23-271,1997,22.4,0,0,0,9,10,3,62,20,31,1,0,0,172,19,23,45.2,Matches
2340,David Silva\David-Silva,es ESP,MF,Real Sociedad,es La Liga,35-110,1986,12.8,4,0,0,22,15,0,11,14,11,0,1,0,109,11,22,33.3,Matches
2341,Fábio Silva\Fabio-Silva,pt POR,FW,Wolves,eng Premier League,18-283,2002,10.3,2,0,0,15,16,3,3,4,2,1,0,0,43,20,55,26.7,Matches
2342,Florent da Silva\Florent-da-Silva,fr FRA,FW,Lyon,fr Ligue 1,18-026,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2343,Gabriel Silva\Gabriel-Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,29-350,1991,1.9,0,0,0,2,4,0,0,1,2,0,0,0,13,3,2,60.0,Matches
2344,Gastón Silva\Gaston-Silva,uy URU,DF,Huesca,es La Liga,27-054,1994,4.5,2,0,0,6,1,0,1,4,12,0,0,0,34,4,4,50.0,Matches
2345,Rui Silva\Rui-Silva,pt POR,GK,Granada,es La Liga,27-080,1994,31.0,1,0,0,2,4,0,0,0,0,0,2,0,166,0,0,,Matches
2346,Thiago Silva\Thiago-Silva,br BRA,DF,Chelsea,eng Premier League,36-218,1984,17.5,5,1,1,13,13,0,1,18,12,0,0,0,182,40,14,74.1,Matches
2347,Marco Silvestri\Marco-Silvestri,it ITA,GK,Hellas Verona,it Serie A,30-057,1991,33.0,1,0,0,2,2,0,0,0,0,0,2,1,172,0,0,,Matches
2348,Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,20-360,2000,17.9,2,0,0,23,27,1,10,24,30,0,2,0,172,23,27,46.0,Matches
2349,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Cagliari,it Serie A,25-297,1995,18.9,1,0,0,24,26,18,9,15,15,0,0,0,69,24,81,22.9,Matches
2350,Moses Simon\Moses-Simon,ng NGA,FWMF,Nantes,fr Ligue 1,25-290,1995,22.5,2,0,0,16,27,3,64,15,13,0,0,0,115,17,31,35.4,Matches
2351,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,23-321,1997,32.0,1,0,0,2,6,1,0,0,0,0,1,0,155,0,1,0.0,Matches
2352,Xavi Simons\Xavi-Simons,nl NED,MF,Paris S-G,fr Ligue 1,18-007,2003,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
2353,Jóan Símun Edmundsson\Joan-Simun-Edmundsson,fo FRO,MFFW,Arminia,de Bundesliga,29-276,1991,0.6,0,0,0,3,2,0,0,0,1,0,0,0,1,1,3,25.0,Matches
2354,Wilfried Singo\Wilfried-Singo,ci CIV,DF,Torino,it Serie A,20-124,2000,18.0,4,1,1,20,45,2,55,30,16,1,0,0,150,34,26,56.7,Matches
2355,Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,25-298,1995,16.9,3,0,0,15,22,1,19,21,23,0,1,0,199,11,20,35.5,Matches
2356,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Huesca,es La Liga,32-224,1988,29.3,3,0,0,28,8,1,6,35,26,0,0,0,316,117,49,70.5,Matches
2357,Tobias Sippel\Tobias-Sippel,de GER,GK,M'Gladbach,de Bundesliga,33-037,1988,3.8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,,Matches
2358,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,34-106,1987,27.0,0,0,0,1,2,0,0,0,0,0,1,1,111,0,0,,Matches
2359,Issouf Sissokho\Issouf-Sissokho,ml MLI,MFDF,Bordeaux,fr Ligue 1,19-088,2002,0.3,1,0,0,2,1,0,0,1,2,0,0,0,5,0,1,0.0,Matches
2360,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,23-183,1997,27.9,6,0,0,65,22,1,20,51,48,0,1,0,282,56,23,70.9,Matches
2361,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,31-255,1989,17.6,3,0,0,21,9,0,10,16,20,0,0,0,182,17,24,41.5,Matches
2362,Nelson Sissoko\Nelson-Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,24-052,1997,5.3,0,0,0,2,4,0,6,5,8,0,0,1,50,12,10,54.5,Matches
2363,Jacques Siwe\Jacques-Siwe,fr FRA,FW,Dijon,fr Ligue 1,19-273,2001,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,100.0,Matches
2364,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,de Bundesliga,25-353,1995,29.1,4,0,0,40,17,3,4,79,46,0,0,0,344,42,41,50.6,Matches
2365,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,29-358,1991,25.0,1,0,0,0,1,1,0,0,0,0,0,0,115,0,0,,Matches
2366,Andreas Skov Olsen\Andreas-Skov-Olsen,dk DEN,FWDF,Bologna,it Serie A,21-120,1999,10.3,1,0,0,9,7,2,31,4,10,0,0,0,68,8,10,44.4,Matches
2367,Robert Skov\Robert-Skov,dk DEN,FWDF,Hoffenheim,de Bundesliga,24-343,1996,11.1,0,1,0,8,13,5,35,11,14,0,0,0,76,9,25,26.5,Matches
2368,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,26-076,1995,27.9,1,0,0,32,27,0,3,26,26,0,0,0,244,36,33,52.2,Matches
2369,Steven Skrzybski\Steven-Skrzybski,de GER,FW,Schalke 04,de Bundesliga,28-161,1992,4.1,2,0,0,4,12,2,4,5,5,0,0,0,30,3,6,33.3,Matches
2370,Petar Škuletić\Petar-Skuletic,rs SRB,FWMF,Montpellier,fr Ligue 1,30-303,1990,2.1,0,0,0,3,3,1,2,0,5,0,0,0,10,17,17,50.0,Matches
2371,Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,eng Premier League,32-314,1988,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,75.0,Matches
2372,Islam Slimani\Islam-Slimani,dz ALG,FW,Lyon,fr Ligue 1,32-314,1988,5.4,0,1,0,12,6,5,6,1,4,0,0,0,24,14,15,48.3,Matches
2373,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,eng Premier League,21-066,2000,1.9,0,0,0,3,2,0,2,1,4,0,0,0,12,3,4,42.9,Matches
2374,Chris Smalling\Chris-Smalling,eng ENG,DF,Roma,it Serie A,31-157,1989,11.3,3,0,0,14,7,1,0,19,5,0,0,0,106,30,14,68.2,Matches
2375,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MFFW,Arsenal,eng Premier League,20-274,2000,12.5,0,0,0,5,13,4,19,12,6,0,0,0,82,7,8,46.7,Matches
2376,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Brom,eng Premier League,33-233,1987,5.8,2,0,0,8,13,1,5,4,12,0,0,0,55,10,13,43.5,Matches
2377,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWDF,West Ham,eng Premier League,33-233,1987,0.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,Matches
2378,Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,eng Premier League,29-240,1991,8.3,1,0,0,6,5,0,29,8,10,0,0,0,69,10,14,41.7,Matches
2379,Rafa Soares\Rafa-Soares,pt POR,DF,Eibar,es La Liga,25-354,1995,11.2,2,0,0,7,3,1,40,15,16,0,0,0,120,16,16,50.0,Matches
2380,Rubén Sobrino\Ruben-Sobrino,es ESP,MFFW,Valencia,es La Liga,28-331,1992,0.5,0,0,0,4,0,0,1,1,3,0,0,0,6,0,3,0.0,Matches
2381,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Cádiz,es La Liga,28-331,1992,9.1,1,0,0,11,22,4,6,7,12,1,0,0,45,17,29,37.0,Matches
2382,Simon Sohm\Simon-Sohm,ch SUI,MF,Parma,it Serie A,20-017,2001,7.1,1,0,0,8,2,1,0,2,10,0,0,0,62,9,4,69.2,Matches
2383,Augusto Solari\Augusto-Solari,ar ARG,MF,Celta Vigo,es La Liga,29-115,1992,3.5,1,0,0,14,2,0,14,4,6,0,0,0,28,10,9,52.6,Matches
2384,Roberto Soldado\Roberto-Soldado,es ESP,FW,Granada,es La Liga,35-336,1985,14.7,5,0,0,22,13,18,15,5,6,0,0,0,66,26,71,26.8,Matches
2385,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,24-116,1997,25.4,6,0,0,24,32,0,22,17,14,0,0,0,212,18,24,42.9,Matches
2386,Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,32-132,1988,27.1,1,1,0,1,1,0,0,0,0,0,0,0,123,0,0,,Matches
2387,Son\Son,es ESP,DFMF,Levante,es La Liga,27-029,1994,11.2,3,0,0,11,12,0,37,15,11,0,0,0,94,13,12,52.0,Matches
2388,Brandon Soppy\Brandon-Soppy,fr FRA,DF,Rennes,fr Ligue 1,19-066,2002,6.1,1,0,0,12,14,0,14,6,13,0,0,0,53,6,9,40.0,Matches
2389,David Soria\David-Soria,es ESP,GK,Getafe,es La Liga,28-024,1993,24.0,1,0,0,0,3,0,0,0,0,0,0,0,149,0,0,,Matches
2390,Roberto Soriano\Roberto-Soriano,it ITA,MF,Bologna,it Serie A,30-079,1991,32.1,4,0,0,68,46,3,24,22,26,2,0,0,190,35,62,36.1,Matches
2391,Alberto Soro\Alberto-Soro,es ESP,FWMF,Granada,es La Liga,22-050,1999,2.8,0,0,0,10,7,3,4,2,3,0,0,0,27,5,6,45.5,Matches
2392,Borna Sosa\Borna-Sosa,hr CRO,DF,Stuttgart,de Bundesliga,23-097,1998,20.0,2,0,0,16,13,2,130,22,11,0,1,0,142,19,15,55.9,Matches
2393,Florian Sotoca\Florian-Sotoca,fr FRA,FW,Lens,fr Ligue 1,30-185,1990,25.6,6,0,0,46,44,10,42,7,16,0,0,0,118,87,106,45.1,Matches
2394,Riccardo Sottil\Riccardo-Sottil,it ITA,MFFW,Cagliari,it Serie A,21-329,1999,13.0,3,0,0,19,33,1,29,4,8,0,0,0,99,5,15,25.0,Matches
2395,Cheick Souaré\Cheick-Souare,fr FRA,MF,Marseille,fr Ligue 1,18-237,2002,0.1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,Matches
