,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
1487,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Napoli,it Serie A,22,1996,5.9,2,0,0,7,1,0,4,2,8,0,0,0,51,6,11,35.3,Matches
1488,Arnaud Lusamba\Arnaud-Lusamba,fr FRA,MFFW,Nice,fr Ligue 1,22,1997,10.9,1,0,0,10,22,1,6,4,16,0,0,0,68,5,12,29.4,Matches
1489,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10.0,0,0,0,0,2,0,0,0,0,0,0,0,74,0,0,,Matches
1490,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,22,1997,13.1,5,0,0,14,13,1,4,15,15,0,0,1,124,19,16,54.3,Matches
1491,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,25,1993,14.9,4,0,0,21,14,3,32,15,12,0,1,0,100,26,25,51.0,Matches
1492,Yann M'Vila\Yann-MVila,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,29,1990,21.6,1,0,0,15,16,0,0,28,21,0,1,0,262,33,19,63.5,Matches
1493,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,eng Premier League,20,1998,3.9,0,0,0,4,4,1,9,2,4,0,0,0,31,4,4,50.0,Matches
1494,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Granada,es La Liga,26,1993,23.7,5,0,0,43,43,12,76,12,19,0,0,0,153,19,39,32.8,Matches
1495,Yvann Macon\Yvann-Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,20,1998,1.1,1,0,0,1,3,0,1,1,2,0,0,0,12,3,0,100.0,Matches
1496,James Maddison\James-Maddison,eng ENG,MF,Leicester City,eng Premier League,22,1996,29.2,4,0,0,36,88,4,65,12,39,0,0,0,218,6,29,17.1,Matches
1497,Lisandro Magallán\Lisandro-Magallan,ar ARG,DF,Alavés,es La Liga,25,1993,13.3,4,0,0,19,5,1,0,6,13,0,1,0,126,33,21,61.1,Matches
1498,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,34,1984,15.5,5,0,0,18,35,0,4,26,19,0,0,0,198,15,10,60.0,Matches
1499,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DFMF,Brescia,it Serie A,23,1995,1.3,2,0,0,2,3,0,0,2,0,0,1,0,9,5,0,100.0,Matches
1500,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Sassuolo,it Serie A,23,1995,1.6,1,0,0,4,2,0,0,1,0,0,0,0,16,10,1,90.9,Matches
1501,Hugo Magnetti\Hugo-Magnetti,fr FRA,MF,Brest,fr Ligue 1,21,1998,2.6,1,0,0,3,6,0,6,7,11,0,0,0,36,3,2,60.0,Matches
1502,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,eng Premier League,26,1993,38.0,6,0,0,33,22,6,1,55,27,0,0,0,434,193,69,73.7,Matches
1503,Abdallahi Mahmoud\Abdallahi-Mahmoud,mr MTN,MF,Alavés,es La Liga,19,2000,1.7,1,0,0,3,4,0,0,4,5,0,0,0,9,4,3,57.1,Matches
1504,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,eng Premier League,28,1991,21.6,0,0,0,13,29,13,52,15,21,5,0,0,140,10,23,30.3,Matches
1505,Thiago Maia\Thiago-Maia,br BRA,MF,Lille,fr Ligue 1,22,1997,0.5,0,0,0,1,1,0,0,1,3,0,0,0,7,1,1,50.0,Matches
1506,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,20,1999,5.9,0,0,0,4,4,0,7,5,2,0,0,0,61,2,7,22.2,Matches
1507,Habib Maïga\Habib-Maiga,ci CIV,MF,Metz,fr Ligue 1,23,1996,25.2,7,0,0,47,26,1,39,23,68,0,0,0,280,38,37,50.7,Matches
1508,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,28.0,0,0,0,0,6,0,0,0,0,0,0,0,140,1,0,100.0,Matches
1509,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,21,1997,15.4,6,1,1,15,13,0,20,17,27,0,0,0,131,14,13,51.9,Matches
1510,Josh Maja\Josh-Maja,ng NGA,FW,Bordeaux,fr Ligue 1,20,1998,8.2,0,0,0,17,11,4,0,3,5,0,0,0,40,5,23,17.9,Matches
1511,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,4.1,1,0,0,8,20,1,4,4,6,0,0,0,21,1,5,16.7,Matches
1512,Žan Majer\Zan-Majer,si SVN,MF,Lecce,it Serie A,27,1992,18.5,7,0,0,28,15,1,24,18,20,1,0,0,173,11,12,47.8,Matches
1513,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MFFW,Toulouse,fr Ligue 1,21,1998,11.0,1,0,0,21,14,1,6,3,10,0,0,0,65,2,19,9.5,Matches
1514,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,24,1995,32.2,5,0,0,22,11,1,5,40,34,0,0,0,312,62,77,44.6,Matches
1515,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,27,1991,20.0,3,1,0,25,7,0,12,19,21,0,1,0,190,41,21,66.1,Matches
1516,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,0,0,0,2,4,0,13,3,5,0,0,0,22,3,2,60.0,Matches
1517,Daniel Maldini\Daniel-Maldini,it ITA,FW,Milan,it Serie A,17,2001,0.3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
1518,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,26,1993,17.1,7,1,1,32,55,3,33,3,15,3,0,0,133,13,24,35.1,Matches
1519,Yunus Mallı\Yunus-Malli,tr TUR,FWMF,Union Berlin,de Bundesliga,27,1992,7.5,1,0,0,6,17,0,4,3,4,0,0,0,40,3,8,27.3,Matches
1520,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,21.8,7,0,0,31,27,3,59,14,28,0,0,0,202,39,26,60.0,Matches
1521,Streli Mamba\Streli-Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,5,0,0,36,28,11,4,6,11,1,0,0,70,17,27,38.6,Matches
1522,Hianga Mananga Mbock\Hianga-Mananga-Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,0,0,0,1,3,0,0,2,0,0,0,0,24,9,1,90.0,Matches
1523,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22.0,1,0,0,14,11,1,41,22,29,0,0,0,174,17,16,51.5,Matches
1524,Gianluca Mancini\Gianluca-Mancini,it ITA,DFMF,Roma,it Serie A,23,1996,30.4,16,1,1,67,28,4,4,32,35,0,0,0,269,78,25,75.7,Matches
1525,Marco Mancosu\Marco-Mancosu,it ITA,MFFW,Lecce,it Serie A,30,1988,27.1,3,0,0,22,19,9,40,13,17,2,0,0,170,23,36,39.0,Matches
1526,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,1,0,0,0,2,0,0,0,0,0,0,0,144,0,1,0.0,Matches
1527,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,25,1994,12.3,4,0,0,21,21,1,21,13,32,0,1,1,123,17,16,51.5,Matches
1528,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,27,1991,28.6,9,0,0,29,18,5,3,24,16,0,0,0,231,53,41,56.4,Matches
1529,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,2,0,0,40,22,1,26,19,33,0,0,0,206,22,22,50.0,Matches
1530,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,3,0,0,46,51,14,52,11,35,2,0,0,169,35,79,30.7,Matches
1531,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,3,1,1,13,1,1,0,2,4,0,1,0,61,16,8,66.7,Matches
1532,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,0,0,0,25,22,1,47,11,23,0,0,0,209,18,27,40.0,Matches
1533,Massimiliano Mangraviti\Massimiliano-Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,10.8,2,0,0,9,5,0,8,2,5,0,1,0,77,20,21,48.8,Matches
1534,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,24.2,2,0,0,24,16,0,1,15,17,0,1,0,230,62,33,65.3,Matches
1535,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,5,0,0,19,11,1,34,13,32,0,1,0,119,18,22,45.0,Matches
1536,Giacomo Manzari\Giacomo-Manzari,it ITA,FWMF,Sassuolo,it Serie A,18,2000,0.2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,50.0,Matches
1537,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,20,1999,7.5,0,0,0,10,6,1,12,5,11,0,1,0,47,4,8,33.3,Matches
1538,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20.0,3,0,0,14,32,2,48,15,29,0,1,0,150,21,14,60.0,Matches
1539,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,1,2,0,17,10,0,26,14,17,0,0,2,132,20,5,80.0,Matches
1540,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,2,0,0,7,18,0,52,15,12,2,0,0,130,10,7,58.8,Matches
1541,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,4,0,0,13,8,0,1,17,16,0,0,0,194,75,21,78.1,Matches
1542,Solly March\Solly-March,eng ENG,DFFW,Brighton,eng Premier League,25,1994,12.7,2,0,0,11,12,2,48,12,17,0,0,0,99,15,15,50.0,Matches
1543,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,21.1,5,0,0,18,13,0,5,20,9,1,0,0,163,32,29,52.5,Matches
1544,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFFW,Athletic Club,es La Liga,30,1989,6.0,1,0,0,9,3,2,13,4,0,0,0,0,40,7,13,35.0,Matches
1545,Dario Maresic\Dario-Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1.0,0,0,0,0,1,0,0,1,0,0,0,0,8,1,2,33.3,Matches
1546,Miguel Marí\Miguel-Mari,es ESP,MF,Eibar,es La Liga,22,1997,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
1547,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,0,0,0,2,0,0,0,2,1,0,0,0,8,4,3,57.1,Matches
1548,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,2,0,0,14,15,2,0,9,11,0,0,0,177,55,17,76.4,Matches
1549,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,1,0,0,2,0,0,0,0,0,0,0,0,5,2,3,40.0,Matches
1550,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,6,1,1,20,7,2,18,7,12,0,0,1,133,41,32,56.2,Matches
1551,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,0,0,0,7,2,0,1,5,5,0,0,0,25,1,5,16.7,Matches
1552,Federico Marigosu\Federico-Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0.0,Matches
1553,Adrián Marín\Adrian-Marin,es ESP,DF,Alavés,es La Liga,22,1997,9.5,1,0,0,25,4,0,16,10,6,0,1,0,69,8,8,50.0,Matches
1554,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,es La Liga,25,1994,1.0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,75.0,Matches
1555,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,2,0,0,14,5,1,5,21,28,0,1,0,164,38,33,53.5,Matches
1556,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,20.2,8,0,0,24,11,0,0,20,20,0,1,0,156,21,28,42.9,Matches
1557,Omar Marmoush\Omar-Marmoush,eg EGY,MFFW,Wolfsburg,de Bundesliga,20,1999,0.9,0,0,0,2,0,0,1,0,0,0,0,0,10,0,1,0.0,Matches
1558,Gonzalo Maroni\Gonzalo-Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,2.0,0,0,0,3,1,0,2,2,1,0,0,0,14,1,2,33.3,Matches
1559,Marquinhos\Marquinhos,br BRA,MFDF,Paris S-G,fr Ligue 1,25,1994,16.4,1,0,0,19,6,0,5,11,25,0,0,0,179,41,32,56.2,Matches
1560,Bruno Martella\Bruno-Martella,it ITA,DFMF,Brescia,it Serie A,26,1992,14.1,3,0,0,7,4,1,41,14,9,0,0,0,88,12,16,42.9,Matches
1561,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,28,1991,25.2,6,1,1,57,32,10,23,7,11,2,0,1,88,31,67,31.6,Matches
1562,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,1,0,0,28,41,12,20,5,12,1,0,0,76,21,60,25.9,Matches
1563,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,2,0,0,18,12,2,59,14,15,0,0,0,161,17,25,40.5,Matches
1564,Daniel Martín\Daniel-Martin,es ESP,GK,Betis,es La Liga,21,1998,5.9,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,,Matches
1565,David Martin\David-Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,Matches
1566,Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,1,0,0,3,1,0,2,0,3,0,0,0,20,6,2,75.0,Matches
1567,Jonas Martin\Jonas-Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,0,0,0,4,4,0,5,1,7,0,0,0,31,2,2,50.0,Matches
1568,Josh Martin\Josh-Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,,Matches
1569,Martinelli\Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,1,0,0,9,10,2,16,2,13,0,0,0,34,7,32,17.9,Matches
1570,Álex Martínez\Alex-Martinez,es ESP,DF,Granada,es La Liga,28,1990,0.2,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,Matches
1571,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,2,0,0,0,0,0,0,0,0,0,0,0,39,0,0,,Matches
1572,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,28,1991,33.0,10,0,0,30,36,3,15,26,31,1,1,1,351,101,57,63.9,Matches
1573,Javi Martínez\Javi-Martinez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
1574,Javi Martínez\Javi-Martinez,es ESP,DFMF,Bayern Munich,de Bundesliga,30,1988,7.5,5,1,1,12,4,1,0,10,8,0,0,0,91,27,10,73.0,Matches
1575,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,21,1997,27.2,8,1,0,54,74,22,23,14,13,2,0,0,132,26,62,29.5,Matches
1576,Pablo Martínez\Pablo-Martinez,es ESP,MFFW,Levante,es La Liga,21,1998,0.4,0,0,0,1,1,0,0,1,2,0,0,0,8,0,1,0.0,Matches
1577,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26.0,5,1,1,25,32,0,0,37,28,0,2,0,247,62,42,59.6,Matches
1578,Gelson Martins\Gelson-Martins,pt POR,DFFW,Monaco,fr Ligue 1,24,1995,18.6,3,1,0,14,22,2,49,24,20,0,1,0,137,8,19,29.6,Matches
1579,Adam Marušić\Adam-Marusic,me MNE,DF,Lazio,it Serie A,26,1992,10.5,3,0,0,8,11,0,16,8,8,0,0,0,66,12,14,46.2,Matches
1580,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,4,0,0,26,18,0,5,38,41,0,0,0,304,57,35,62.0,Matches
1581,Andrea Masiello\Andrea-Masiello,it ITA,DF,Genoa,it Serie A,33,1986,14.7,4,0,0,11,5,0,10,17,14,0,0,0,136,12,13,48.0,Matches
1582,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6.0,1,0,0,10,1,0,2,3,13,0,0,0,51,11,5,68.8,Matches
1583,Adam Masina\Adam-Masina,ma MAR,DF,Watford,eng Premier League,25,1994,20.2,3,0,0,26,12,2,60,23,25,0,1,0,230,66,29,69.5,Matches
1584,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35.0,2,0,0,0,2,0,0,0,0,0,0,0,169,0,0,,Matches
1585,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,eng Premier League,25,1993,10.4,6,1,1,10,9,0,21,12,27,0,0,0,112,11,10,52.4,Matches
1586,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,14,0,0,85,53,38,47,4,12,1,0,0,140,101,138,42.3,Matches
1587,Juan Mata\Juan-Mata,es ESP,MFFW,Manchester Utd,eng Premier League,31,1988,8.4,1,0,0,7,10,4,14,1,7,0,0,0,48,3,7,30.0,Matches
1588,Aleš Matějů\Ales-Mateju,cz CZE,DF,Brescia,it Serie A,23,1996,28.3,10,1,1,47,29,1,20,23,29,0,2,1,272,52,34,60.5,Matches
1589,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,22,1997,11.7,2,1,1,9,7,12,3,2,3,0,0,0,43,36,42,46.2,Matches
1590,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,17.6,3,0,0,27,18,0,2,18,21,0,0,0,242,27,18,60.0,Matches
1591,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,7.8,0,0,0,7,6,0,0,5,9,0,0,0,92,46,5,90.2,Matches
1592,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,18,2000,12.9,1,0,0,22,17,15,12,5,4,0,0,0,68,12,42,22.2,Matches
1593,Alessandro Matri\Alessandro-Matri,it ITA,FWMF,Brescia,it Serie A,34,1984,1.0,1,1,0,1,1,3,1,0,0,0,0,0,3,4,3,57.1,Matches
1594,Federico Mattiello\Federico-Mattiello,it ITA,DF,Cagliari,it Serie A,24,1995,10.3,3,0,0,16,24,2,22,17,20,0,0,0,82,10,15,40.0,Matches
1595,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,24.9,2,0,0,40,26,3,33,20,36,0,0,0,155,21,32,39.6,Matches
1596,Neal Maupay\Neal-Maupay,fr FRA,FW,Brighton,eng Premier League,22,1996,30.7,3,0,0,37,46,15,15,3,17,0,0,0,141,17,85,16.7,Matches
1597,Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Dijon,fr Ligue 1,21,1998,15.5,0,0,0,23,22,1,11,5,14,0,0,0,95,7,26,21.2,Matches
1598,Philipp Max\Philipp-Max,de GER,DF,Augsburg,de Bundesliga,25,1993,30.1,5,0,0,13,17,4,84,21,25,0,0,0,253,24,29,45.3,Matches
1599,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Paris S-G,fr Ligue 1,30,1989,5.0,0,0,0,2,6,5,5,3,4,0,0,0,22,5,5,50.0,Matches
1600,Alexandru Maxim\Alexandru-Maxim,ro ROU,MF,Mainz 05,de Bundesliga,29,1990,1.3,1,0,0,3,0,0,2,0,1,0,0,0,13,0,4,0.0,Matches
1601,Kévin Mayi\Kevin-Mayi,ga GAB,FW,Brest,fr Ligue 1,26,1993,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1602,Borja Mayoral\Borja-Mayoral,es ESP,FW,Levante,es La Liga,22,1997,23.8,2,0,0,18,26,14,17,7,4,0,0,0,102,25,67,27.2,Matches
1603,Luca Mazzitelli\Luca-Mazzitelli,it ITA,MF,Sassuolo,it Serie A,23,1995,0.1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,,Matches
1604,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24,1995,18.8,4,0,0,31,17,0,64,14,42,1,0,0,186,35,25,58.3,Matches
1605,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,20,1998,16.8,0,0,0,11,22,18,67,1,2,1,0,0,69,4,4,50.0,Matches
1606,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,24,1994,16.7,5,0,0,23,18,2,7,3,11,0,1,0,123,24,18,57.1,Matches
1607,Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,Paris S-G,fr Ligue 1,18,2001,0.6,0,0,0,0,0,0,1,1,1,0,0,0,6,1,2,33.3,Matches
1608,Isaac Mbenza\Isaac-Mbenza,be BEL,FW,Amiens,fr Ligue 1,23,1996,0.9,0,0,0,2,0,0,3,0,1,0,0,0,3,0,0,,Matches
1609,Nathanael Mbuku\Nathanael-Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,17,2002,4.4,0,0,0,7,18,1,4,0,4,0,0,0,26,3,5,37.5,Matches
1610,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,31,1987,34.3,6,0,0,56,35,4,34,40,70,1,0,0,345,44,61,41.9,Matches
1611,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,23,1996,23.5,4,0,0,28,28,4,11,7,21,0,0,0,141,188,193,49.3,Matches
1612,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28.0,0,0,0,1,3,0,0,0,0,0,0,0,117,0,0,,Matches
1613,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,28,1990,18.7,9,0,0,31,18,0,9,14,42,0,0,0,244,15,18,45.5,Matches
1614,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,eng Premier League,24,1994,25.7,3,0,0,37,65,0,42,20,40,0,0,0,205,22,30,42.3,Matches
1615,David McGoldrick\David-McGoldrick,ie IRL,FW,Sheffield Utd,eng Premier League,31,1987,20.2,2,0,0,29,18,12,11,3,26,0,0,0,112,73,120,37.8,Matches
1616,Michael McGovern\Michael-McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,1.8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Matches
1617,Weston McKennie\Weston-McKennie,us USA,MFDF,Schalke 04,de Bundesliga,20,1998,23.0,8,0,0,37,15,0,13,32,35,0,1,0,245,62,35,63.9,Matches
1618,Kenny McLean\Kenny-McLean,sco SCO,MF,Norwich City,eng Premier League,27,1992,33.0,5,0,0,24,58,1,30,24,31,0,1,0,327,87,87,50.0,Matches
1619,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,eng Premier League,19,1999,37.1,5,0,0,29,41,0,130,24,28,0,0,0,327,27,27,50.0,Matches
1620,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,eng Premier League,22,1996,19.7,2,0,0,36,53,0,9,23,31,1,0,0,237,42,29,59.2,Matches
1621,Biagio Meccariello\Biagio-Meccariello,it ITA,DF,Lecce,it Serie A,28,1991,8.5,2,0,0,7,3,1,7,10,15,0,0,0,70,12,18,40.0,Matches
1622,Gary Medel\Gary-Medel,cl CHI,MF,Bologna,it Serie A,31,1987,19.8,10,1,0,40,27,1,2,17,22,0,0,0,265,27,21,56.3,Matches
1623,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,29,1989,32.0,7,0,0,26,21,3,3,22,16,0,3,0,343,143,78,64.7,Matches
1624,Joshua Mees\Joshua-Mees,de GER,MFFW,Union Berlin,de Bundesliga,23,1996,3.6,1,0,0,5,1,0,2,0,4,0,0,0,27,9,11,45.0,Matches
1625,Admir Mehmedi\Admir-Mehmedi,ch SUI,MFFW,Wolfsburg,de Bundesliga,28,1991,13.3,0,0,0,25,25,9,17,2,5,0,0,0,97,23,32,41.8,Matches
1626,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Torino,it Serie A,25,1994,24.5,5,0,0,35,35,1,15,19,34,0,1,0,227,60,44,57.7,Matches
1627,Farid El Melali\Farid-El-Melali,dz ALG,MFFW,Angers,fr Ligue 1,22,1997,3.4,0,0,0,7,7,0,6,6,6,0,0,0,36,2,2,50.0,Matches
1628,Óscar Melendo\Oscar-Melendo,es ESP,MFFW,Espanyol,es La Liga,21,1997,12.4,0,0,0,7,40,0,8,2,6,0,0,0,65,7,20,25.9,Matches
1629,Gonzalo Melero\Gonzalo-Melero,es ESP,MF,Levante,es La Liga,25,1994,13.7,4,0,0,32,29,3,2,7,16,0,0,0,126,23,34,40.4,Matches
1630,Arthur Melo\Arthur-Melo,br BRA,MF,Barcelona,es La Liga,22,1996,13.1,1,0,0,11,44,1,4,6,13,0,0,0,95,1,7,12.5,Matches
1631,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,28,1990,15.3,10,1,1,25,22,0,8,14,29,0,1,0,142,18,22,45.0,Matches
1632,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lyon,fr Ligue 1,27,1992,20.1,4,1,1,21,19,0,6,25,31,0,0,0,222,17,6,73.9,Matches
1633,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,es La Liga,22,1997,16.4,4,0,0,28,36,5,21,5,13,0,0,0,113,25,38,39.7,Matches
1634,Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Alavés,es La Liga,29,1990,9.6,3,0,0,22,18,11,11,3,8,0,0,0,52,13,24,35.1,Matches
1635,Stiven Mendoza\Stiven-Mendoza,co COL,FWMF,Amiens,fr Ligue 1,27,1992,12.2,2,0,0,21,21,1,14,7,11,0,0,0,72,8,19,29.6,Matches
1636,Alexandre Mendy\Alexandre-Mendy,gw GNB,FWMF,Brest,fr Ligue 1,25,1994,10.0,3,0,0,22,11,3,5,0,2,0,0,0,50,31,37,45.6,Matches
1637,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,25,1994,16.6,3,0,0,12,1,1,69,7,17,0,0,0,122,17,16,51.5,Matches
1638,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Rennes,fr Ligue 1,27,1992,24.0,1,0,0,1,5,0,0,0,0,0,0,0,131,0,0,,Matches
1639,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Real Madrid,es La Liga,24,1995,20.1,8,1,1,25,29,1,51,17,16,1,0,0,180,23,20,53.5,Matches
